RideID;RideAddressID;Coordenadas Inicio;Coordenadas Fim;Distancia_km;Duracao_min;ProductID;Price;ProductID_normalizado;CategoriaFinal
1190980;2349837;-23.687179,-46.5207089;-23.654648,-46.5255792;5.07;13.85;Comfort;18.5;comfort;Comfort
1190980;2349837;-23.687179,-46.5207089;-23.654648,-46.5255792;5.07;13.85;Bag;19.0;bag;Comfort
1190982;2349841;-23.526956,-46.8201871;-23.5229638,-46.8286137;1.63;4.57;Comfort;10.5;comfort;Comfort
1190982;2349841;-23.526956,-46.8201871;-23.5229638,-46.8286137;1.63;4.57;Bag;14.5;bag;Comfort
1190983;2349843;-19.936007099999998,-44.0586944;-19.9516296,-44.02608960000001;4.41;11.12;Comfort;14.5;comfort;Comfort
1190984;2349845;-25.074427,-50.153011899999996;-25.0845959,-50.16607179999999;2.46;5.82;Comfort;13.5;comfort;Comfort
1190986;2349849;-23.5261537,-46.8196448;-23.5229638,-46.8286137;1.9;6.2;Comfort;10.5;comfort;Comfort
1190986;2349849;-23.5261537,-46.8196448;-23.5229638,-46.8286137;1.9;6.2;Bag;14.5;bag;Comfort
1190988;2349853;-25.074427,-50.153011899999996;-25.0845959,-50.16607179999999;2.46;5.82;Comfort;13.5;comfort;Comfort
1190989;2349855;-23.217075899999998,-46.8668291;-23.1697053,-46.892245;8.02;18.37;Comfort;22.0;comfort;Comfort
1190990;2349857;-22.9043848,-43.1776241;-22.918997,-43.1940511;5.61;12.72;Comfort;17.0;comfort;Comfort
1190992;2349861;-25.432368099999998,-49.1961344;-25.4502943,-49.0694779;14.3;18.82;Comfort;30.5;comfort;Comfort
1190993;2349863;-23.526956,-46.8201871;-23.5229638,-46.8286137;1.63;4.57;Comfort;10.5;comfort;Comfort
1190993;2349863;-23.526956,-46.8201871;-23.5229638,-46.8286137;1.63;4.57;Bag;14.5;bag;Comfort
1190994;2349865;-23.217075899999998,-46.8668291;-23.1697053,-46.892245;8.02;18.37;Comfort;22.0;comfort;Comfort
1190996;2349869;-3.731182,-38.541292;-3.756588199999999,-38.6024733;10.53;25.32;Comfort;24.0;comfort;Comfort
1190997;2349871;-22.7744572,-43.3977175;-22.6112124,-43.1779419;37.19;61.22;Comfort;124.0;comfort;Comfort
1190998;2349873;-19.9053993,-43.9660491;-19.9062524,-43.97135100000001;0.96;3.48;Comfort;8.5;comfort;Comfort
1190999;2349875;-23.217075899999998,-46.8668291;-23.1697053,-46.892245;8.02;18.37;Comfort;22.0;comfort;Comfort
1191000;2349877;-23.6383132,-46.729136;-23.57608789999999,-46.5785013;23.57;50.52;Comfort;78.0;comfort;Comfort
1191001;2349879;-25.421898,-49.34861;-25.4594898,-49.52381889999999;20.6;22.68;Comfort;41.0;comfort;Comfort
1191002;2349881;-23.5730033,-46.8047361;-23.5588091,-46.837692;4.79;11.2;Comfort;25.0;comfort;Comfort
1191002;2349881;-23.5730033,-46.8047361;-23.5588091,-46.837692;4.79;11.2;Bag;23.0;bag;Comfort
1191003;2349883;-26.863839499999997,-49.091318699999995;-26.9130519,-49.0808088;9.62;15.23;Comfort;51.5;comfort;Comfort
1191004;2349885;-3.731182,-38.541292;-3.756588199999999,-38.6024733;10.53;25.32;Comfort;24.0;comfort;Comfort
1191006;2349889;-29.9824846,-51.115230499999996;-29.982313,-51.1920394;12.62;15.02;Comfort;26.5;comfort;Comfort
1191007;2349891;-23.538174,-46.6502697;-23.6658478,-46.63942779999999;16.58;33.2;Comfort;64.0;comfort;Comfort
1191007;2349891;-23.538174,-46.6502697;-23.6658478,-46.63942779999999;16.58;33.2;Bag;51.5;bag;Comfort
1191008;2349893;-19.9947522,-44.0037163;-20.0005898,-44.00832500000001;1.71;5.07;Comfort;8.5;comfort;Comfort
1191009;2349895;-23.9461332,-46.298523599999996;-23.9553256,-46.2903223;1.5;4.03;Comfort;8.5;comfort;Comfort
1191010;2349897;-23.538174,-46.6502697;-23.6658478,-46.63942779999999;16.58;33.2;Comfort;64.0;comfort;Comfort
1191010;2349897;-23.538174,-46.6502697;-23.6658478,-46.63942779999999;16.58;33.2;Bag;51.5;bag;Comfort
1191011;2349899;-19.9330749,-43.9305992;-19.9197229,-43.9393338;3.42;12.0;Comfort;12.5;comfort;Comfort
1191012;2349901;-23.538174,-46.6502697;-23.6658478,-46.63942779999999;16.58;33.2;Comfort;59.0;comfort;Comfort
1191012;2349901;-23.538174,-46.6502697;-23.6658478,-46.63942779999999;16.58;33.2;Bag;48.0;bag;Comfort
1191013;2349903;-3.764657199999999,-38.57461929999999;-3.8133473,-38.4941895;14.01;25.95;Comfort;30.5;comfort;Comfort
1191019;2349915;-23.560164,-46.6382337;-23.5565319,-46.66363829999999;4.76;19.08;Comfort;22.0;comfort;Comfort
1191019;2349915;-23.560164,-46.6382337;-23.5565319,-46.66363829999999;4.76;19.08;Bag;25.5;bag;Comfort
1191020;2349917;-19.9311968,-43.92317759999999;-19.9282599,-43.92947700000001;1.0;3.02;Comfort;8.5;comfort;Comfort
1191022;2349921;-19.858478899999998,-43.9061866;-19.8420472,-43.8919898;4.41;9.0;Comfort;13.5;comfort;Comfort
1191023;2349923;-23.560164,-46.6382337;-23.5565319,-46.66363829999999;4.76;19.08;Comfort;24.0;comfort;Comfort
1191023;2349923;-23.560164,-46.6382337;-23.5565319,-46.66363829999999;4.76;19.08;Bag;27.5;bag;Comfort
1191024;2349925;-15.6067263,-56.1070891;-15.6068354,-56.09826229999999;1.54;6.18;Comfort;10.5;comfort;Comfort
1191025;2349927;-9.6276766,-35.6992105;-9.602924299999998,-35.71882439999999;5.22;12.48;Comfort;16.0;comfort;Comfort
1191026;2349929;-24.1867549,-46.81655079999999;-24.1050775,-46.657889;21.21;22.27;Comfort;43.0;comfort;Comfort
1191026;2349929;-24.1867549,-46.81655079999999;-24.1050775,-46.657889;21.21;22.27;Bag;35.5;bag;Comfort
1191027;2349931;-19.858478899999998,-43.9061866;-19.8420472,-43.8919898;4.41;9.0;Comfort;13.5;comfort;Comfort
1191028;2349933;-22.808266099999997,-43.4149175;-22.7835931,-43.36061489999999;8.42;22.35;Comfort;23.0;comfort;Comfort
1191029;2349935;-22.7155953,-43.5569407;-22.7053789,-43.5714329;2.43;7.38;Comfort;9.5;comfort;Comfort
1191030;2349937;-22.964964400000003,-43.1797912;-22.8138522,-43.3673547;38.04;47.33;Comfort;85.0;comfort;Comfort
1191031;2349939;-23.661621699999998,-46.7887236;-23.6720621,-46.7730583;2.61;8.9;Comfort;15.5;comfort;Comfort
1191031;2349939;-23.661621699999998,-46.7887236;-23.6720621,-46.7730583;2.61;8.9;Bag;17.5;bag;Comfort
1191032;2349941;-22.808266099999997,-43.4149175;-22.7835931,-43.36061489999999;8.74;16.72;Comfort;23.0;comfort;Comfort
1191033;2349943;-23.468070899999997,-46.5693896;-23.4327522,-46.40468669999999;24.23;33.9;Comfort;72.5;comfort;Comfort
1191033;2349943;-23.468070899999997,-46.5693896;-23.4327522,-46.40468669999999;24.23;33.9;Bag;59.5;bag;Comfort
1191034;2349945;-22.964964400000003,-43.1797912;-22.8138522,-43.3673547;38.04;47.33;Comfort;85.0;comfort;Comfort
1191037;2349951;-22.939375899999998,-43.3427048;-22.8805346,-43.4454281;27.07;39.55;Comfort;73.5;comfort;Comfort
1191041;2349959;-30.1473948,-51.3353501;-30.0901463,-51.3381382;10.36;16.17;Comfort;21.0;comfort;Comfort
1191042;2349961;-22.572932299999998,-47.4156584;-22.5844845,-47.421664;1.71;5.0;Comfort;7.5;comfort;Comfort
1191043;2349963;-24.1867549,-46.81655079999999;-24.1050775,-46.657889;21.21;22.27;Comfort;43.0;comfort;Comfort
1191043;2349963;-24.1867549,-46.81655079999999;-24.1050775,-46.657889;21.21;22.27;Bag;35.5;bag;Comfort
1191044;2349965;-23.4334968,-46.72018180000001;-23.454128,-46.7391604;4.29;11.92;Comfort;16.0;comfort;Comfort
1191044;2349965;-23.4334968,-46.72018180000001;-23.454128,-46.7391604;4.29;11.92;Bag;15.0;bag;Comfort
1191047;2349971;-22.9333742,-43.1863582;-22.842623,-43.3431196;24.82;34.23;Comfort;95.0;comfort;Comfort
1191048;2349973;-23.5290372,-46.9023252;-23.5599119,-46.9069827;4.83;15.27;Comfort;18.0;comfort;Comfort
1191048;2349973;-23.5290372,-46.9023252;-23.5599119,-46.9069827;4.83;15.27;Bag;14.5;bag;Comfort
1191049;2349975;-22.9392405,-43.3427802;-22.8805346,-43.4454281;27.07;39.55;Comfort;67.5;comfort;Comfort
1191050;2349977;-16.0483225,-47.970063;-16.0726179,-47.9866659;4.41;7.82;Comfort;12.5;comfort;Comfort
1191050;2349977;-16.0483225,-47.970063;-16.0726179,-47.9866659;4.41;7.82;Bag;14.5;bag;Comfort
1191051;2349979;-22.9392405,-43.3427802;-22.8805346,-43.4454281;27.07;39.55;Comfort;67.5;comfort;Comfort
1191052;2349981;-30.1229502,-51.2205788;-30.158883,-51.1927086;6.27;11.07;Comfort;20.0;comfort;Comfort
1191054;2349985;-15.7799611,-47.8744354;-15.7710836,-47.8847879;2.46;4.88;Comfort;11.5;comfort;Comfort
1191054;2349985;-15.7799611,-47.8744354;-15.7710836,-47.8847879;2.46;4.88;Bag;12.5;bag;Comfort
1191055;2349987;-23.559167,-46.661131;-23.550892,-46.440633;37.62;47.47;Comfort;78.0;comfort;Comfort
1191055;2349987;-23.559167,-46.661131;-23.550892,-46.440633;37.62;47.47;Bag;63.0;bag;Comfort
1191056;2349989;-23.0240193,-43.4773287;-22.9191592,-43.3896331;18.26;27.22;Comfort;52.5;comfort;Comfort
1191057;2349991;-23.0240193,-43.4773287;-22.9191592,-43.3896331;18.26;27.22;Comfort;52.5;comfort;Comfort
1191058;2349993;-25.4831868,-49.318214999999995;-25.551766,-49.24465679999999;12.81;26.03;Comfort;31.5;comfort;Comfort
1191059;2349995;-16.0483225,-47.970063;-16.0726179,-47.9866659;4.41;7.82;Comfort;12.5;comfort;Comfort
1191059;2349995;-16.0483225,-47.970063;-16.0726179,-47.9866659;4.41;7.82;Bag;14.5;bag;Comfort
1191060;2349997;-12.9630853,-38.4958423;-12.9352121,-38.4625876;8.75;14.55;Comfort;25.5;comfort;Comfort
1191061;2349999;-15.7799611,-47.8744354;-15.7710836,-47.8847879;2.46;4.88;Comfort;11.5;comfort;Comfort
1191061;2349999;-15.7799611,-47.8744354;-15.7710836,-47.8847879;2.46;4.88;Bag;12.5;bag;Comfort
1191062;2350000;-25.4831868,-49.318214999999995;-25.551766,-49.24465679999999;12.81;26.03;Comfort;31.5;comfort;Comfort
1191063;2350003;-23.5964379,-46.455217;-23.6030871,-46.4825036;4.25;12.37;Comfort;24.5;comfort;Comfort
1191063;2350003;-23.5964379,-46.455217;-23.6030871,-46.4825036;4.25;12.37;Bag;22.0;bag;Comfort
1191064;2350005;-15.7799611,-47.8744354;-15.7710836,-47.8847879;2.46;4.88;Comfort;11.5;comfort;Comfort
1191064;2350005;-15.7799611,-47.8744354;-15.7710836,-47.8847879;2.46;4.88;Bag;12.5;bag;Comfort
1191065;2350007;-23.6295499,-46.5529078;-23.6134164,-46.5723986;4.05;12.17;Comfort;20.0;comfort;Comfort
1191066;2350009;-22.9392405,-43.3427802;-22.8805346,-43.4454281;27.07;39.55;Comfort;107.0;comfort;Comfort
1191067;2350011;-8.1155872,-34.8963964;-8.0940231,-34.9290974;6.17;14.57;Comfort;19.0;comfort;Comfort
1191069;2350015;-22.9392405,-43.3427802;-22.8805346,-43.4454281;27.07;39.55;Comfort;101.5;comfort;Comfort
1191070;2350017;-23.4334968,-46.72018180000001;-23.454128,-46.7391604;4.29;11.92;Comfort;16.0;comfort;Comfort
1191070;2350017;-23.4334968,-46.72018180000001;-23.454128,-46.7391604;4.29;11.92;Bag;15.0;bag;Comfort
1191071;2350019;-19.9427395,-43.9171104;-19.9394733,-43.9198075;0.85;2.77;Comfort;8.5;comfort;Comfort
1191072;2350021;-29.9719219,-51.17026899999999;-29.98073430000001,-51.124458;9.88;12.28;Comfort;23.0;comfort;Comfort
1191073;2350023;-19.9094768,-43.946024699999995;-19.9036012,-43.9644333;2.87;7.5;Comfort;10.5;comfort;Comfort
1191074;2350025;-23.6763737,-46.5547079;-23.6552304,-46.5720244;5.39;14.12;Comfort;15.5;comfort;Comfort
1191074;2350025;-23.6763737,-46.5547079;-23.6552304,-46.5720244;5.39;14.12;Bag;18.0;bag;Comfort
1191075;2350027;-22.572932299999998,-47.4156584;-22.5844845,-47.421664;1.71;5.0;Comfort;7.5;comfort;Comfort
1191076;2350029;-25.4830275,-49.246631199999996;-25.500369,-49.255754;3.01;6.43;Comfort;12.5;comfort;Comfort
1191077;2350031;-22.9392405,-43.3427802;-22.8805346,-43.4454281;27.07;39.55;Comfort;112.5;comfort;Comfort
1191078;2350033;-23.498012499999998,-46.7469311;-23.5966927,-46.60119570000001;26.56;39.23;Comfort;86.5;comfort;Comfort
1191078;2350033;-23.498012499999998,-46.7469311;-23.5966927,-46.60119570000001;26.56;39.23;Bag;70.5;bag;Comfort
1191079;2350035;-19.914102,-43.9884437;-19.8320742,-44.04188239999999;14.85;30.52;Comfort;43.0;comfort;Comfort
1191080;2350037;-19.914139,-43.9882329;-19.8790551,-44.00496199999999;5.44;12.87;Comfort;16.0;comfort;Comfort
1191081;2350039;-19.7931297,-43.9415085;-19.7711069,-43.93448980000001;3.3;8.72;Comfort;12.5;comfort;Comfort
1191082;2350041;-22.9392405,-43.3427802;-22.8805346,-43.4454281;27.07;39.55;Comfort;107.0;comfort;Comfort
1191083;2350043;-30.044221800000003,-51.222530899999995;-30.0324653,-51.1014364;16.87;33.18;Comfort;36.0;comfort;Comfort
1191084;2350045;-22.9089146,-43.5829363;-22.9029253,-43.5590851;3.98;11.52;Comfort;13.5;comfort;Comfort
1191086;2350049;-19.824161,-43.9965122;-19.8027272,-44.00112190000001;3.13;8.72;Comfort;11.5;comfort;Comfort
1191087;2350051;-25.084644899999997,-50.165603999999995;-25.0926618,-50.2068553;6.94;13.38;Comfort;19.0;comfort;Comfort
1191088;2350053;-22.9089146,-43.5829363;-22.9029253,-43.5590851;3.98;11.52;Comfort;13.5;comfort;Comfort
1191089;2350055;-23.3988565,-46.4297818;-23.4189409,-46.4600794;4.46;11.22;Comfort;16.0;comfort;Comfort
1191089;2350055;-23.3988565,-46.4297818;-23.4189409,-46.4600794;4.46;11.22;Bag;15.5;bag;Comfort
1191091;2350059;-22.9089146,-43.5829363;-22.9029253,-43.5590851;3.98;11.52;Comfort;13.5;comfort;Comfort
1191092;2350061;-22.8816041,-43.08470529999999;-22.817215,-43.0189646;13.27;20.55;Comfort;47.0;comfort;Comfort
1191093;2350063;-16.0526129,-48.0294752;-16.0386142,-48.0188949;3.88;9.7;Comfort;11.0;comfort;Comfort
1191093;2350063;-16.0526129,-48.0294752;-16.0386142,-48.0188949;3.88;9.7;Bag;12.5;bag;Comfort
1191094;2350065;-23.5730033,-46.8047361;-23.5588091,-46.837692;4.79;11.2;Comfort;25.0;comfort;Comfort
1191094;2350065;-23.5730033,-46.8047361;-23.5588091,-46.837692;4.79;11.2;Bag;23.0;bag;Comfort
1191095;2350067;-23.5612598,-46.6741964;-23.5417488,-46.5094048;19.18;37.03;Comfort;57.5;comfort;Comfort
1191095;2350067;-23.5612598,-46.6741964;-23.5417488,-46.5094048;19.18;37.03;Bag;46.0;bag;Comfort
1191097;2350071;-25.4636024,-49.30119670000001;-25.45060909999999,-49.28767550000001;3.2;6.73;Comfort;12.5;comfort;Comfort
1191098;2350073;-16.0526129,-48.0294752;-16.0386142,-48.0188949;3.88;9.7;Comfort;11.0;comfort;Comfort
1191098;2350073;-16.0526129,-48.0294752;-16.0386142,-48.0188949;3.88;9.7;Bag;12.5;bag;Comfort
1191099;2350075;-22.896175,-43.123872299999995;-22.8341811,-42.9657172;22.61;38.42;Comfort;54.0;comfort;Comfort
1191100;2350077;-22.896175,-43.123872299999995;-22.8341811,-42.9657172;22.61;38.42;Comfort;54.0;comfort;Comfort
1191102;2350080;-25.4636024,-49.30119670000001;-25.45060909999999,-49.28767550000001;3.2;6.73;Comfort;12.5;comfort;Comfort
1191103;2350083;-22.9168395,-43.2494445;-22.8995123,-43.3091892;11.65;17.32;Comfort;33.5;comfort;Comfort
1191104;2350085;-22.903628,-47.065532;-23.034821,-47.123885;17.99;21.28;Comfort;37.0;comfort;Comfort
1191105;2350087;-22.903628,-47.065532;-23.034821,-47.123885;17.99;21.28;Comfort;37.0;comfort;Comfort
1191106;2350089;-25.4636024,-49.30119670000001;-25.45060909999999,-49.28767550000001;3.2;6.73;Comfort;13.5;comfort;Comfort
1191107;2350091;-15.794364999999999,-47.948435499999995;-15.8144114,-48.00828819999999;8.78;12.63;Comfort;19.0;comfort;Comfort
1191107;2350091;-15.794364999999999,-47.948435499999995;-15.8144114,-48.00828819999999;8.78;12.63;Bag;22.0;bag;Comfort
1191108;2350093;-23.5570697,-46.638706299999996;-23.5729052,-46.6548158;2.6;10.55;Comfort;14.5;comfort;Comfort
1191108;2350093;-23.5570697,-46.638706299999996;-23.5729052,-46.6548158;2.6;10.55;Bag;16.5;bag;Comfort
1191109;2350095;-23.65668,-46.6027407;-23.6970566,-46.6493636;8.77;24.95;Comfort;29.5;comfort;Comfort
1191109;2350095;-23.65668,-46.6027407;-23.6970566,-46.6493636;8.77;24.95;Bag;26.0;bag;Comfort
1191110;2350097;-23.545189,-46.6947349;-23.5636901,-46.6931537;2.98;12.1;Comfort;13.5;comfort;Comfort
1191110;2350097;-23.545189,-46.6947349;-23.5636901,-46.6931537;2.98;12.1;Bag;15.5;bag;Comfort
1191111;2350099;-29.8453744,-51.1590042;-29.8520664,-51.1735879;2.2;6.45;Comfort;9.5;comfort;Comfort
1191112;2350101;-22.9381442,-43.1775478;-22.9879926,-43.2483803;16.33;39.07;Comfort;40.0;comfort;Comfort
1191113;2350103;-22.468511900000003,-43.1496038;-22.44262030000001,-43.14001;3.73;7.17;Comfort;19.0;comfort;Comfort
1191114;2350105;-23.6568665,-46.602263699999995;-23.7350383,-46.5868549;16.69;23.85;Comfort;44.5;comfort;Comfort
1191114;2350105;-23.6568665,-46.602263699999995;-23.7350383,-46.5868549;16.69;23.85;Bag;36.0;bag;Comfort
1191115;2350107;-25.4289741,-49.2304344;-25.4536174,-49.2091027;4.92;9.88;Comfort;15.5;comfort;Comfort
1191116;2350109;-22.9168395,-43.2494445;-22.8995123,-43.3091892;11.65;17.32;Comfort;42.0;comfort;Comfort
1191117;2350111;-23.6568665,-46.602263699999995;-23.7350383,-46.5868549;16.7;23.07;Comfort;44.5;comfort;Comfort
1191117;2350111;-23.6568665,-46.602263699999995;-23.7350383,-46.5868549;16.7;23.07;Bag;36.0;bag;Comfort
1191118;2350113;-23.545189,-46.6947349;-23.5636901,-46.6931537;2.98;12.1;Comfort;13.5;comfort;Comfort
1191118;2350113;-23.545189,-46.6947349;-23.5636901,-46.6931537;2.98;12.1;Bag;15.5;bag;Comfort
1191119;2350115;-22.9168395,-43.2494445;-22.8995123,-43.3091892;11.65;17.32;Comfort;42.0;comfort;Comfort
1191120;2350117;-15.8332033,-48.0398521;-15.8610153,-48.04152039999999;4.67;9.48;Comfort;15.0;comfort;Comfort
1191120;2350117;-15.8332033,-48.0398521;-15.8610153,-48.04152039999999;4.67;9.48;Bag;17.0;bag;Comfort
1191121;2350119;-23.5374247,-46.295474899999995;-23.502407,-46.3942972;12.71;31.1;Comfort;40.0;comfort;Comfort
1191121;2350119;-23.5374247,-46.295474899999995;-23.502407,-46.3942972;12.71;31.1;Bag;31.5;bag;Comfort
1191123;2350123;-23.537361399999998,-46.295772199999995;-23.502407,-46.3942972;12.71;31.1;Comfort;39.0;comfort;Comfort
1191123;2350123;-23.537361399999998,-46.295772199999995;-23.502407,-46.3942972;12.71;31.1;Bag;31.5;bag;Comfort
1191124;2350125;-23.611820899999998,-46.476572;-23.6201556,-46.5037362;3.69;8.57;Comfort;15.0;comfort;Comfort
1191125;2350127;-23.4823173,-46.35436740000001;-23.45566910000001,-46.3461717;5.08;13.25;Comfort;17.5;comfort;Comfort
1191125;2350127;-23.4823173,-46.35436740000001;-23.45566910000001,-46.3461717;5.08;13.25;Bag;13.5;bag;Comfort
1191126;2350129;-29.165777,-51.169297;-29.1878283,-51.20024530000001;6.78;12.93;Comfort;17.5;comfort;Comfort
1191127;2350131;-23.5371614,-46.78192010000001;-23.5822156,-46.8026106;8.07;21.17;Comfort;25.0;comfort;Comfort
1191127;2350131;-23.5371614,-46.78192010000001;-23.5822156,-46.8026106;8.07;21.17;Bag;20.0;bag;Comfort
1191128;2350133;-22.7507944,-43.4402611;-22.74323,-43.485447;5.67;14.95;Comfort;17.0;comfort;Comfort
1191129;2350135;-25.084644899999997,-50.165603999999995;-25.0926618,-50.2068553;6.94;13.38;Comfort;22.0;comfort;Comfort
1191130;2350137;-22.468511900000003,-43.1496038;-22.44262030000001,-43.14001;3.73;7.17;Comfort;14.0;comfort;Comfort
1191131;2350139;-30.013768400000004,-51.1715903;-30.0039775,-51.1132527;8.46;17.3;Comfort;27.5;comfort;Comfort
1191132;2350141;-22.8042007,-43.2066412;-22.8998413,-43.2243652;13.65;15.73;Comfort;31.5;comfort;Comfort
1191133;2350143;-19.9327368,-43.9563672;-19.91357,-43.97870599999999;4.65;14.3;Comfort;16.0;comfort;Comfort
1191134;2350145;-29.914959999999997,-51.175832899999996;-29.9157533,-51.1648452;3.39;7.9;Comfort;8.5;comfort;Comfort
1191135;2350147;-22.939019,-43.178291;-22.9879926,-43.2483803;14.53;29.22;Comfort;31.5;comfort;Comfort
1191136;2350149;-19.8266985,-43.9957806;-19.8027272,-44.00112190000001;3.45;9.9;Comfort;12.5;comfort;Comfort
1191137;2350151;-30.022339000000002,-51.151367;-30.1068436,-51.1404947;12.38;23.57;Comfort;28.5;comfort;Comfort
1191138;2350153;-19.9327368,-43.9563672;-19.91357,-43.97870599999999;4.65;14.3;Comfort;16.0;comfort;Comfort
1191140;2350157;-8.108001699999999,-34.916198699999995;-8.130391099999999,-34.90155250000001;5.1;11.73;Comfort;14.5;comfort;Comfort
1191141;2350159;-23.5759386,-46.6160384;-23.6169325,-46.64945139999999;7.56;20.37;Comfort;26.5;comfort;Comfort
1191141;2350159;-23.5759386,-46.6160384;-23.6169325,-46.64945139999999;7.56;20.37;Bag;24.5;bag;Comfort
1191143;2350163;-3.0941362999999997,-60.022694599999994;-3.109127699999999,-59.9813266;7.11;11.78;Comfort;29.5;comfort;Comfort
1191144;2350165;-20.3068129,-40.302577299999996;-20.2892658,-40.306353;2.32;6.12;Comfort;9.5;comfort;Comfort
1191145;2350167;-12.8463939,-38.4569306;-12.9024111,-38.45996809999999;8.23;17.43;Comfort;21.0;comfort;Comfort
1191146;2350169;-23.5068382,-46.6929288;-23.48875,-46.6812327;3.51;10.27;Comfort;14.5;comfort;Comfort
1191146;2350169;-23.5068382,-46.6929288;-23.48875,-46.6812327;3.51;10.27;Bag;15.5;bag;Comfort
1191147;2350171;-23.175009,-45.855872;-23.179538,-45.86684;1.66;4.38;Comfort;7.5;comfort;Comfort
1191148;2350173;-12.847335,-38.456063;-12.9024111,-38.45996809999999;7.94;15.48;Comfort;20.0;comfort;Comfort
1191149;2350175;-23.5068382,-46.6929288;-23.48875,-46.6812327;3.51;10.27;Comfort;14.5;comfort;Comfort
1191149;2350175;-23.5068382,-46.6929288;-23.48875,-46.6812327;3.51;10.27;Bag;15.5;bag;Comfort
1191150;2350177;-15.6324596,-56.0515823;-15.6384811,-56.0282211;3.72;7.13;Comfort;17.0;comfort;Comfort
1191151;2350179;-19.7676814,-43.8683498;-19.78710389999999,-43.9276846;8.75;17.7;Comfort;22.0;comfort;Comfort
1191152;2350181;-23.5042667,-46.6877784;-23.4866292,-46.64802820000001;6.1;17.0;Comfort;23.0;comfort;Comfort
1191152;2350181;-23.5042667,-46.6877784;-23.4866292,-46.64802820000001;6.1;17.0;Bag;22.0;bag;Comfort
1191153;2350183;-23.1178733,-46.5764366;-23.119902,-46.478971;13.1;12.7;Comfort;27.0;comfort;Comfort
1191155;2350187;-15.800922199999999,-47.8713353;-15.8011159,-47.879288;1.81;5.23;Comfort;7.5;comfort;Comfort
1191155;2350187;-15.800922199999999,-47.8713353;-15.8011159,-47.879288;1.81;5.23;Bag;8.5;bag;Comfort
1191156;2350189;-19.8266985,-43.9957806;-19.8027272,-44.00112190000001;3.45;9.9;Comfort;12.5;comfort;Comfort
1191157;2350191;-27.6870065,-48.5097473;-27.5867642,-48.6069143;19.82;22.68;Comfort;37.0;comfort;Comfort
1191159;2350195;-23.689642199999998,-46.591555199999995;-23.7440692,-46.609421;9.29;22.27;Comfort;54.5;comfort;Comfort
1191159;2350195;-23.689642199999998,-46.591555199999995;-23.7440692,-46.609421;9.29;22.27;Bag;44.0;bag;Comfort
1191160;2350197;-23.6640725,-46.507656999999995;-23.5442011,-46.6374605;25.07;50.72;Comfort;66.5;comfort;Comfort
1191160;2350197;-23.6640725,-46.507656999999995;-23.5442011,-46.6374605;25.07;50.72;Bag;53.5;bag;Comfort
1191162;2350201;-25.4401804,-49.1828673;-25.454004,-49.08616250000001;12.79;17.92;Comfort;30.5;comfort;Comfort
1191163;2350203;-26.3177843,-48.842340799999995;-26.32975429999999,-48.840428;2.09;5.98;Comfort;8.5;comfort;Comfort
1191166;2350209;-25.4401804,-49.1828673;-25.454004,-49.08616250000001;12.79;17.92;Comfort;30.5;comfort;Comfort
1191169;2350215;-23.518332599999997,-46.1929568;-23.5386045,-46.2385261;6.13;11.92;Comfort;19.0;comfort;Comfort
1191169;2350215;-23.518332599999997,-46.1929568;-23.5386045,-46.2385261;6.13;11.92;Bag;15.0;bag;Comfort
1191170;2350217;-25.4401804,-49.1828673;-25.454004,-49.08616250000001;12.79;17.92;Comfort;30.5;comfort;Comfort
1191171;2350219;-10.9676337,-37.0877773;-10.89668,-37.09371780000001;12.07;21.97;Comfort;22.0;comfort;Comfort
1191174;2350225;-22.879858199999997,-43.2937891;-22.8371489,-43.2738342;9.37;19.13;Comfort;25.0;comfort;Comfort
1191175;2350227;-20.5037865,-47.4189036;-20.5502408,-47.4099859;8.46;10.8;Comfort;19.0;comfort;Comfort
1191176;2350229;-20.5037865,-47.4189036;-20.5502408,-47.4099859;8.46;10.8;Comfort;19.0;comfort;Comfort
1191177;2350231;-26.3177843,-48.842340799999995;-26.3036684,-48.8081018;5.78;12.42;Comfort;15.0;comfort;Comfort
1191178;2350233;-22.7786199,-43.3193931;-22.7757599,-43.30875839999999;1.81;6.98;Comfort;9.5;comfort;Comfort
1191179;2350235;-22.9582883,-43.3559978;-22.927477,-43.39134500000001;7.47;17.23;Comfort;23.0;comfort;Comfort
1191180;2350237;-23.55980469999999,-46.4858179;-23.531283,-46.4020828;13.27;30.63;Comfort;41.0;comfort;Comfort
1191180;2350237;-23.55980469999999,-46.4858179;-23.531283,-46.4020828;13.27;30.63;Bag;33.5;bag;Comfort
1191182;2350241;-23.622885,-46.6704963;-23.7010892,-46.63787639999999;12.46;31.93;Comfort;41.0;comfort;Comfort
1191182;2350241;-23.622885,-46.6704963;-23.7010892,-46.63787639999999;12.46;31.93;Bag;32.5;bag;Comfort
1191183;2350243;-23.519733799999997,-46.172681999999995;-23.59922229999999,-46.3035811;26.68;45.37;Comfort;60.0;comfort;Comfort
1191183;2350243;-23.519733799999997,-46.172681999999995;-23.59922229999999,-46.3035811;26.68;45.37;Bag;48.5;bag;Comfort
1191184;2350245;-23.7047478,-46.61717640000001;-23.6927509,-46.619591;2.81;8.42;Comfort;10.5;comfort;Comfort
1191184;2350245;-23.7047478,-46.61717640000001;-23.6927509,-46.619591;2.81;8.42;Bag;14.5;bag;Comfort
